slug,subject,year_group,mission_slug,lesson_slug,skill_slug,gcse_domain,difficulty_band,question_type,template,variable_schema_json,answer_expression,acceptable_answer_rules_json,hint_template,explanation_template,misconception_tags_json,source_style,calculator_allowed,is_active,sample_prompt,sample_answer,challenge_use
volume-surface-area-volume_capacity-could,maths,8-9,volume-surface-area,volume-capacity,volume_capacity,geometry,could,short_text,A tank is {l} cm by {w} cm by {h} cm. How many litres can it hold?,"{""l"":[20,30,40],""w"":[10,20],""h"":[10,20,30]}",l*w*h/1000,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",1000 cm³ = 1 litre.,"Find volume in cm³, then divide by 1000.",[],gcse-style-original,false,true,30x20x10,6 L,adaptive_challenge_mode
volume-surface-area-similar_volume_scale-gcse_bridge,maths,8-9,volume-surface-area,similar-volume-scale,similar_volume_scale,geometry,gcse_bridge,short_text,A solid has volume {v} cm³. It is enlarged by scale factor {sf}. What is the new volume?,"{""v"":[10,20,30],""sf"":[2,3]}",v*sf^3,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Volume scale factor is cube of length scale factor.,Multiply by scale factor cubed.,[],gcse-style-original,true,true,"volume 20, scale factor 3",540 cm³,adaptive_challenge_mode
volume-surface-area-surface_area_scale-gcse_bridge,maths,8-9,volume-surface-area,surface-area-scale,surface_area_scale,geometry,gcse_bridge,short_text,A solid has surface area {sa} cm². It is enlarged by scale factor {sf}. What is the new surface area?,"{""sa"":[20,30,50],""sf"":[2,3]}",sa*sf^2,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Area scale factor is square of length scale factor.,Multiply by scale factor squared.,[],gcse-style-original,true,true,"surface area 30, sf 2",120 cm²,adaptive_challenge_mode
volume-surface-area-cone_volume_intro-gcse_bridge,maths,8-9,volume-surface-area,cone-volume-intro,cone_volume_intro,geometry,gcse_bridge,short_text,A cone has radius {r} cm and height {h} cm. Use π=3.14. Find its volume to 1 dp.,"{""r"":[2,3,4],""h"":[6,9,12]}",3.14*r*r*h/3,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Cone volume is one third of cylinder.,Use 1/3 πr²h.,[],gcse-style-original,true,true,"r=3,h=6",56.5 cm³,adaptive_challenge_mode
pythagoras-identify_hypotenuse-must,maths,8-9,pythagoras,identify-hypotenuse,identify_hypotenuse,geometry,must,multiple_choice,"In a right-angled triangle, what is the hypotenuse?",{},longest side opposite right angle,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",It is opposite the right angle.,The hypotenuse is always the longest side.,[],gcse-style-original,false,true,hypotenuse definition,longest side opposite right angle,adaptive_challenge_mode
pythagoras-find_hypotenuse_integer-must,maths,8-9,pythagoras,find-hypotenuse-integer,find_hypotenuse_integer,geometry,must,short_text,A right triangle has short sides {a} cm and {b} cm. Find the hypotenuse.,"{""triples"":[[3,4,5],[5,12,13],[6,8,10],[8,15,17]]}",c,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use a² + b² = c².,"Square the two shorter sides, add, then square root.",[],gcse-style-original,false,true,3 and 4,5 cm,adaptive_challenge_mode
pythagoras-find_short_side_integer-should,maths,8-9,pythagoras,find-short-side-integer,find_short_side_integer,geometry,should,short_text,A right triangle has hypotenuse {c} cm and one short side {a} cm. Find the other short side.,"{""triples"":[[3,4,5],[5,12,13],[6,8,10],[8,15,17]]}",b,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use c² - a² = b².,"Subtract squares, then square root.",[],gcse-style-original,false,true,"hyp 13, side 5",12 cm,adaptive_challenge_mode
pythagoras-decimal_hypotenuse-could,maths,8-9,pythagoras,decimal-hypotenuse,decimal_hypotenuse,geometry,could,short_text,A right triangle has sides {a} cm and {b} cm. Find the hypotenuse to 1 decimal place.,"{""a"":[4,5,7,9],""b"":[6,8,10,12]}",sqrt(a^2+b^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use Pythagoras then round.,c² = a² + b².,[],gcse-style-original,false,true,4 and 6,7.2 cm,adaptive_challenge_mode
pythagoras-decimal_short_side-could,maths,8-9,pythagoras,decimal-short-side,decimal_short_side,geometry,could,short_text,A right triangle has hypotenuse {c} cm and one side {a} cm. Find the missing side to 1 decimal place.,"{""c"":[10,12,15,20],""a"":[4,5,7,9]}",sqrt(c^2-a^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract squares.,Missing short side uses hypotenuse squared minus known side squared.,[],gcse-style-original,false,true,"hyp 10, side 6",8.0 cm,adaptive_challenge_mode
pythagoras-pythagoras_word_ladder-could,maths,8-9,pythagoras,pythagoras-word-ladder,pythagoras_word_ladder,geometry,could,short_text,A ladder reaches {h} m up a wall and its foot is {d} m from the wall. How long is the ladder?,"{""h"":[3,4,5,6],""d"":[4,5,8]}",sqrt(h^2+d^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",The ladder is the hypotenuse.,Wall and ground make a right angle.,[],gcse-style-original,false,true,"3m up, 4m out",5m,adaptive_challenge_mode
pythagoras-pythagoras_word_diagonal-could,maths,8-9,pythagoras,pythagoras-word-diagonal,pythagoras_word_diagonal,geometry,could,short_text,A rectangle is {l} cm by {w} cm. Find the diagonal to 1 decimal place.,"{""l"":[6,8,10,12],""w"":[4,5,7,9]}",sqrt(l^2+w^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",The diagonal is the hypotenuse.,Split the rectangle into right triangles.,[],gcse-style-original,false,true,8 by 6,10 cm,adaptive_challenge_mode
pythagoras-coordinate_distance_intro-gcse_bridge,maths,8-9,pythagoras,coordinate-distance-intro,coordinate_distance_intro,geometry,gcse_bridge,short_text,"Find the distance between ({x1},{y1}) and ({x2},{y2}).","{""x1"":[0,1,2],""y1"":[0,1,3],""dx"":[3,4,5],""dy"":[4,5,12]}",sqrt(dx^2+dy^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use horizontal and vertical differences.,The points form a right triangle.,[],gcse-style-original,true,true,"(0,0) to (3,4)",5,adaptive_challenge_mode
pythagoras-is_right_triangle-gcse_bridge,maths,8-9,pythagoras,is-right-triangle,is_right_triangle,geometry,gcse_bridge,multiple_choice,"Is a triangle with sides {a}, {b}, {c} right-angled?","{""sets"":[[3,4,5],[5,12,13],[6,8,11],[7,24,25]]}",check a^2+b^2=c^2,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Test the squares.,"If shorter squares add to longest square, it is right-angled.","[""angle_fact_confusion""]",gcse-style-original,true,true,"6,8,11",No,adaptive_challenge_mode
pythagoras-pythagoras_area_context-gcse_bridge,maths,8-9,pythagoras,pythagoras-area-context,pythagoras_area_context,geometry,gcse_bridge,short_text,A right triangle has legs {a} cm and {b} cm. Find its perimeter.,"{""triples"":[[3,4,5],[5,12,13],[6,8,10],[8,15,17]]}",a+b+c,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find hypotenuse first.,Perimeter is all three sides added.,[],gcse-style-original,true,true,"5,12",30 cm,adaptive_challenge_mode
pythagoras-pythagoras_3d_intro-gcse_bridge,maths,8-9,pythagoras,pythagoras-3d-intro,pythagoras_3d_intro,geometry,gcse_bridge,short_text,A cuboid is {l} by {w} by {h}. Find the base diagonal to 1 dp.,"{""l"":[4,5,8],""w"":[3,6,7],""h"":[2,3,4]}",sqrt(l^2+w^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Base diagonal uses length and width only.,This is Pythagoras on the base rectangle.,[],gcse-style-original,true,true,4 by 3 base,5,adaptive_challenge_mode
pythagoras-pythagoras_missing_context-gcse_bridge,maths,8-9,pythagoras,pythagoras-missing-context,pythagoras_missing_context,geometry,gcse_bridge,short_text,A wire of length {c} m reaches from the top of a pole to a point {d} m from its base. Find the pole height.,"{""c"":[5,10,13,17],""d"":[3,6,5,8]}",sqrt(c^2-d^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Wire is the hypotenuse.,Height² = wire² - ground distance².,[],gcse-style-original,true,true,"wire 13, distance 5",12 m,adaptive_challenge_mode
pythagoras-pythagoras_compare_routes-gcse_bridge,maths,8-9,pythagoras,pythagoras-compare-routes,pythagoras_compare_routes,geometry,gcse_bridge,short_text,Route A is {a} m then {b} m at right angles. Route B is the direct diagonal. How much shorter is route B to 1 dp?,"{""a"":[3,6,8],""b"":[4,8,15]}",a+b-sqrt(a^2+b^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find diagonal then compare.,Route A is two sides; Route B is hypotenuse.,[],gcse-style-original,true,true,3 and 4,2 m shorter,adaptive_challenge_mode
pythagoras-pythagoras_square_diagonal-could,maths,8-9,pythagoras,pythagoras-square-diagonal,pythagoras_square_diagonal,geometry,could,short_text,Find the diagonal of a square with side {s} cm to 1 decimal place.,"{""s"":[4,5,6,10]}",sqrt(2*s*s),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use Pythagoras with equal sides.,Diagonal² = s² + s².,[],gcse-style-original,false,true,side 5,7.1 cm,adaptive_challenge_mode
pythagoras-pythagoras_reverse_area-gcse_bridge,maths,8-9,pythagoras,pythagoras-reverse-area,pythagoras_reverse_area,geometry,gcse_bridge,short_text,A right triangle has hypotenuse {c} cm and one side {a} cm. Find its area.,"{""triples"":[[3,4,5],[5,12,13],[8,15,17]]}",a*b/2,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find missing side first.,Area = 1/2 × two perpendicular sides.,[],gcse-style-original,true,true,hyp 13 side 5,30 cm²,adaptive_challenge_mode
simultaneous-equations-elimination_same_coefficient-must,maths,8-9,simultaneous-equations,elimination-same-coefficient,elimination_same_coefficient,algebra,must,short_text,"Solve: x + y = {s}, x - y = {d}. Find x.","{""x"":[4,5,6,7],""y"":[1,2,3]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Add the equations.,Adding eliminates y.,[],gcse-style-original,false,true,"x+y=8, x-y=2",x=5,adaptive_challenge_mode
simultaneous-equations-elimination_y_same-should,maths,8-9,simultaneous-equations,elimination-y-same,elimination_y_same,algebra,should,short_text,"Solve: {a}x + y = {s1}, {b}x + y = {s2}. Find x.","{""a"":[2,3,4],""b"":[5,6,7],""x"":[2,3,4],""y"":[1,2,3]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract the equations.,Same y coefficient means subtraction removes y.,[],gcse-style-original,false,true,"2x+y=7, 5x+y=16",x=3,adaptive_challenge_mode
simultaneous-equations-elimination_x_same-should,maths,8-9,simultaneous-equations,elimination-x-same,elimination_x_same,algebra,should,short_text,"Solve: x + {a}y = {s1}, x + {b}y = {s2}. Find y.","{""a"":[2,3,4],""b"":[5,6,7],""x"":[2,3,4],""y"":[1,2,3]}",y,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract to remove x.,Same x coefficient means subtraction removes x.,[],gcse-style-original,false,true,"x+2y=7, x+5y=16",y=3,adaptive_challenge_mode
simultaneous-equations-elimination_multiply_one-could,maths,8-9,simultaneous-equations,elimination-multiply-one,elimination_multiply_one,algebra,could,short_text,"Solve: x + y = {s}, {a}x + y = {t}. Find x.","{""a"":[2,3,4],""x"":[2,3,4],""y"":[1,2,3]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract the equations.,The y terms match already.,[],gcse-style-original,false,true,"x+y=5, 3x+y=11",x=3,adaptive_challenge_mode
simultaneous-equations-substitution_simple-could,maths,8-9,simultaneous-equations,substitution-simple,substitution_simple,algebra,could,short_text,"Solve: y = {m}x + {c}, x + y = {s}. Find x.","{""m"":[1,2,3],""c"":[1,2,3],""x"":[2,3,4]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Substitute y into the second equation.,Replace y with the expression in x.,[],gcse-style-original,false,true,"y=2x+1, x+y=10",x=3,adaptive_challenge_mode
simultaneous-equations-negative_solution-could,maths,8-9,simultaneous-equations,negative-solution,negative_solution,algebra,could,short_text,"Solve: x + y = {s}, x - y = {d}. Find y.","{""x"":[1,2,3],""y"":[-3,-2,-1]}",y,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use both equations.,Subtract or add carefully with negatives.,[],gcse-style-original,false,true,"x+y=1, x-y=5",y=-2,adaptive_challenge_mode
simultaneous-equations-money_context-gcse_bridge,maths,8-9,simultaneous-equations,money-context,money_context,algebra,gcse_bridge,short_text,A pen and pencil cost £{s}. A pen costs £{d} more than a pencil. Find the cost of the pen.,"{""pencil"":[1,2,3],""diff"":[1,2,3]}",pen,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Let p be pen and q be pencil.,Use p+q=total and p-q=difference.,[],gcse-style-original,true,true,"total £5, pen £1 more",£3,adaptive_challenge_mode
simultaneous-equations-ticket_context-gcse_bridge,maths,8-9,simultaneous-equations,ticket-context,ticket_context,algebra,gcse_bridge,short_text,2 adult tickets and 1 child ticket cost £{t1}. 1 adult and 1 child ticket cost £{t2}. Find the adult ticket price.,"{""adult"":[8,10,12],""child"":[4,5,6]}",adult,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract the equations.,The difference gives one adult ticket.,[],gcse-style-original,true,true,"2A+C=24, A+C=14",£10,adaptive_challenge_mode
simultaneous-equations-geometry_context-gcse_bridge,maths,8-9,simultaneous-equations,geometry-context,geometry_context,algebra,gcse_bridge,short_text,Two angles add to {s}°. One is {d}° larger than the other. Find the larger angle.,"{""small"":[30,40,50],""diff"":[10,20,30]}",large,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use sum and difference.,This is simultaneous reasoning.,[],gcse-style-original,true,true,"sum 100, difference 20",60°,adaptive_challenge_mode
simultaneous-equations-compare_plans-gcse_bridge,maths,8-9,simultaneous-equations,compare-plans,compare_plans,algebra,gcse_bridge,short_text,Plan A costs £{fixedA}+£{rateA} per lesson. Plan B costs £{fixedB}+£{rateB} per lesson. After how many lessons are costs equal?,"{""fixedA"":[10,20],""rateA"":[4,5],""x"":[5,10],""rateB"":[2,3]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Set the costs equal.,Solve fixedA + rateA x = fixedB + rateB x.,[],gcse-style-original,true,true,20+5x and 40+3x,10 lessons,adaptive_challenge_mode
simultaneous-equations-fraction_solution-gcse_bridge,maths,8-9,simultaneous-equations,fraction-solution,fraction_solution,algebra,gcse_bridge,short_text,"Solve: {a}x + y = {s1}, {b}x + {c}y = {s2}. Find x.","{""a"":[1,2],""b"":[3,4],""c"":[2,3],""x"":[1,2,3],""y"":[2,4]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Eliminate one variable.,You may need to multiply an equation first.,[],gcse-style-original,true,true,"x+y=5, 3x+2y=12",x=2,adaptive_challenge_mode
simultaneous-equations-graph_intersection-gcse_bridge,maths,8-9,simultaneous-equations,graph-intersection,graph_intersection,algebra,gcse_bridge,short_text,The lines y = {m1}x + {c1} and y = {m2}x + {c2} intersect. Find x.,"{""m1"":[1,2,3],""m2"":[-1,0,1],""x"":[2,3,4],""c1"":[1,2]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}","At intersection, y values are equal.",Set the two expressions equal and solve.,[],gcse-style-original,true,true,y=2x+1 and y=x+4,x=3,adaptive_challenge_mode
simultaneous-equations-both_sides_context-should,maths,8-9,simultaneous-equations,both-sides-context,both_sides_context,algebra,should,short_text,"Solve the pair: {a}x = {b}, y = x + {c}. Find y.","{""a"":[2,3,4],""x"":[2,3,5],""c"":[1,2,4]}",x+c,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}","Find x first, then y.",This uses substitution after solving x.,[],gcse-style-original,false,true,"3x=12, y=x+2",6,adaptive_challenge_mode
simultaneous-equations-mixed_algebra_problem-gcse_bridge,maths,8-9,simultaneous-equations,mixed-algebra-problem,mixed_algebra_problem,algebra,gcse_bridge,short_text,"A number x and number y add to {s}. Also, 2x + y = {t}. Find x.","{""x"":[2,3,4,5],""y"":[4,5,6]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract the first equation from the second.,2x+y minus x+y leaves x.,[],gcse-style-original,true,true,"x+y=9, 2x+y=13",4,adaptive_challenge_mode
simultaneous-equations-higher_bridge-gcse_bridge,maths,8-9,simultaneous-equations,higher-bridge,higher_bridge,algebra,gcse_bridge,short_text,"Solve: {a}x + {b}y = {s1}, {c}x - {d}y = {s2}. Find x.","{""a"":[2,3],""b"":[2,3],""c"":[3,4],""d"":[1,2],""x"":[2,3],""y"":[1,2]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Eliminate y by matching coefficients.,"Multiply equations if needed, then add or subtract.",[],gcse-style-original,true,true,"2x+3y=12, 4x-3y=6",x=3,adaptive_challenge_mode
algebra-basics-form_expression_cost-must,maths,8-9,algebra-basics,form-expression-cost,form_expression_cost,algebra,must,short_text,Bananas cost {b_cost}p each and apples cost {a_cost}p each. Write an expression for b bananas and a apples.,"{""b_cost"":[20,25,30],""a_cost"":[30,35,40]}",`${b_cost}b + ${a_cost}a`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Cost per item times number of items.,Total cost = banana cost + apple cost.,[],gcse-style-original,false,true,"25p bananas, 35p apples",25b + 35a,adaptive_challenge_mode
algebra-basics-simplify_like_terms-must,maths,8-9,algebra-basics,simplify-like-terms,simplify_like_terms,algebra,must,short_text,Simplify: {a}x + {b}x.,"{""a"":[2,3,4,5],""b"":[1,2,3,6]}",(a+b)x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Collect like terms.,"Add the coefficients, keep x.",[],gcse-style-original,false,true,3x+5x,8x,adaptive_challenge_mode
algebra-basics-simplify_constants_terms-should,maths,8-9,algebra-basics,simplify-constants-terms,simplify_constants_terms,algebra,should,short_text,Simplify: {a}x + {c} + {b}x + {d}.,"{""a"":[2,3,4],""b"":[1,2,5],""c"":[2,3,7],""d"":[1,4,8]}",`${a+b}x + ${c+d}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Collect x terms and constants separately.,Like terms have the same letter part.,[],gcse-style-original,false,true,3x+2+x+7,4x+9,adaptive_challenge_mode
algebra-basics-simplify_two_variables-should,maths,8-9,algebra-basics,simplify-two-variables,simplify_two_variables,algebra,should,short_text,Simplify: {a}x + {b}y + {c}x + {d}y.,"{""a"":[2,3,4],""b"":[1,2,5],""c"":[1,2,3],""d"":[2,3,4]}",`${a+c}x + ${b+d}y`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Group x terms and y terms.,Only like terms combine.,[],gcse-style-original,false,true,2x+3y+4x+5y,6x+8y,adaptive_challenge_mode
algebra-basics-substitute_single-must,maths,8-9,algebra-basics,substitute-single,substitute_single,algebra,must,short_text,Find {m}a + {c} when a = {a}.,"{""m"":[2,3,4,5],""c"":[1,2,3,5],""a"":[2,3,4,5]}",m*a+c,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Replace a with its value.,Substitution means putting the number in place of the letter.,[],gcse-style-original,false,true,3a+2 when a=4,14,adaptive_challenge_mode
algebra-basics-substitute_negative-should,maths,8-9,algebra-basics,substitute-negative,substitute_negative,algebra,should,short_text,Find {m}a + {c} when a = {a}.,"{""m"":[2,3,4],""c"":[-5,-3,2],""a"":[-4,-3,-2]}",m*a+c,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Be careful with negative numbers.,"Replace a first, then calculate.",[],gcse-style-original,false,true,3a+2 when a=-4,-10,adaptive_challenge_mode
algebra-basics-expand_single_bracket-should,maths,8-9,algebra-basics,expand-single-bracket,expand_single_bracket,algebra,should,short_text,Expand: {m}(x + {a}).,"{""m"":[2,3,4,5],""a"":[2,3,4,5]}",`${m}x + ${m*a}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Multiply both terms inside the bracket.,Every term inside the bracket is multiplied by {m}.,"[""expanded_only_first_term"", ""sign_error""]",gcse-style-original,false,true,3(x+4),3x+12,adaptive_challenge_mode
algebra-basics-expand_negative_bracket-could,maths,8-9,algebra-basics,expand-negative-bracket,expand_negative_bracket,algebra,could,short_text,Expand: -{m}(x + {a}).,"{""m"":[2,3,4],""a"":[2,3,5]}",`-${m}x - ${m*a}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Multiply both terms by the negative number.,The negative changes both signs.,"[""expanded_only_first_term"", ""sign_error""]",gcse-style-original,false,true,-2(x+5),-2x-10,adaptive_challenge_mode
algebra-basics-expand_and_simplify-could,maths,8-9,algebra-basics,expand-and-simplify,expand_and_simplify,algebra,could,short_text,Expand and simplify: {a}(x + {b}) + {c}(x + {d}).,"{""a"":[2,3,4],""b"":[2,3,5],""c"":[1,2,3],""d"":[1,4,6]}",`${a+c}x + ${a*b+c*d}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Expand both brackets first.,Then collect like terms.,"[""expanded_only_first_term"", ""sign_error""]",gcse-style-original,false,true,2(x+5)+3(x+1),5x+13,adaptive_challenge_mode
algebra-basics-solve_one_step-must,maths,8-9,algebra-basics,solve-one-step,solve_one_step,algebra,must,short_text,Solve: x + {a} = {b}.,"{""a"":[2,3,4,5,8],""x"":[3,4,5,6,7]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Undo addition.,Subtract {a} from both sides.,"[""forgot_inverse_operation"", ""sign_error""]",gcse-style-original,false,true,x+2=10,8,adaptive_challenge_mode
algebra-basics-solve_multiply-must,maths,8-9,algebra-basics,solve-multiply,solve_multiply,algebra,must,short_text,Solve: {m}x = {b}.,"{""m"":[2,3,4,5,6],""x"":[2,3,4,5]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Undo multiplication by dividing.,Divide both sides by {m}.,"[""forgot_inverse_operation"", ""sign_error""]",gcse-style-original,false,true,4x=16,4,adaptive_challenge_mode
algebra-basics-solve_two_step-should,maths,8-9,algebra-basics,solve-two-step,solve_two_step,algebra,should,short_text,Solve: {m}x + {a} = {b}.,"{""m"":[2,3,4,5],""a"":[1,3,5],""x"":[2,3,4,5]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}","Undo + first, then divide.",Use inverse operations in reverse order.,"[""forgot_inverse_operation"", ""sign_error""]",gcse-style-original,false,true,3x+2=17,5,adaptive_challenge_mode
algebra-basics-solve_both_sides-could,maths,8-9,algebra-basics,solve-both-sides,solve_both_sides,algebra,could,short_text,Solve: {a}x + {b} = {c}x + {d}.,"{""a"":[5,6,7],""c"":[2,3,4],""x"":[2,3,4],""b"":[1,5],""d"":""a*x+b-c*x""}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Collect x terms on one side.,Subtract the smaller x term from both sides first.,"[""forgot_inverse_operation"", ""sign_error""]",gcse-style-original,false,true,5x+12=3x+20,4,adaptive_challenge_mode
algebra-basics-factorise_common-could,maths,8-9,algebra-basics,factorise-common,factorise_common,algebra,could,short_text,Factorise fully: {a}x + {b}.,"{""pairs"":[[10,8],[15,25],[12,20],[18,30]]}",common factor form,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find the highest common factor.,Take the largest common factor outside the bracket.,[],gcse-style-original,false,true,10x+8,2(5x+4),adaptive_challenge_mode
algebra-basics-factorise_quadratic_simple-gcse_bridge,maths,8-9,algebra-basics,factorise-quadratic-simple,factorise_quadratic_simple,algebra,gcse_bridge,short_text,Factorise: x² + {sum}x + {prod}.,"{""pairs"":[[2,3],[4,5],[1,6],[3,7]]}",`(x + ${r1})(x + ${r2})`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find two numbers that add and multiply correctly.,The two bracket numbers add to the x coefficient and multiply to the constant.,[],gcse-style-original,true,true,x²+7x+12,(x+3)(x+4),adaptive_challenge_mode
